"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","georeference"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","metrocard","Metrocard - Full Fare","2.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","metrocard","Metrocard - Other","1.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","metrocard","Metrocard - Seniors & Disability","1.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","2.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","6.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","omny","OMNY - Full Fare","17.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","omny","OMNY - Seniors & Disability","1.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","191","88 St (A)","Queens","omny","OMNY - Students","1.0","0.0","40.679844","-73.85147","POINT (-73.85147 40.679844)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Fair Fare","6.0","0.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Full Fare","21.0","8.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Other","6.0","2.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Seniors & Disability","3.0","3.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","8.0","0.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","20.0","0.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","omny","OMNY - Fair Fare","4.0","1.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","omny","OMNY - Full Fare","73.0","19.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","omny","OMNY - Other","1.0","0.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","omny","OMNY - Seniors & Disability","1.0","0.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","192","Rockaway Blvd (A)","Queens","omny","OMNY - Students","18.0","2.0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","metrocard","Metrocard - Fair Fare","2.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","metrocard","Metrocard - Full Fare","2.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","2.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","4.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","omny","OMNY - Full Fare","15.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","omny","OMNY - Other","1.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","omny","OMNY - Seniors & Disability","1.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","193","104 St (A)","Queens","omny","OMNY - Students","5.0","0.0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","metrocard","Metrocard - Fair Fare","2.0","0.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","metrocard","Metrocard - Full Fare","4.0","0.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","metrocard","Metrocard - Seniors & Disability","1.0","0.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","3.0","0.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","3.0","0.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","omny","OMNY - Full Fare","11.0","1.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","194","111 St (A)","Queens","omny","OMNY - Students","2.0","1.0","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Fair Fare","1.0","0.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Full Fare","27.0","5.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Other","6.0","0.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Seniors & Disability","2.0","0.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","5.0","0.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","11.0","0.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","omny","OMNY - Full Fare","55.0","14.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","omny","OMNY - Seniors & Disability","6.0","1.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
